Volcano Number,Volcano Name,Country,Activity classification,Class,Sentinel-1 quality,Remote detections (Def/G/T),Detection Type,PEI,Primary volcano type,Activity evidence,Last known eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant rock type,Tectonic setting,Geological summary,,,,,,,,,,,,,,,,
345034,Platanar,Costa Rica,Quiescent Ground-based,B2,,,Ground-based 1997,,Stratovolcano(es),Evidence credible,Unknown,México and Central America,Costa Rica,10.300,-84.366," 	2,267 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
345040,Poas,Costa Rica,Active,A1,Sentinel not enough,"G, T",ASTER,5,Stratovolcano,Eruption observed,2019 C.E.,México and Central America,Costa Rica,10.200,-84.233," 	2,697 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
345050,Barva,Costa Rica,Quiescent Ground-based,B2,,,Ground-based 2003,,Complex,Eruption dated,6050 B.C.E.,México and Central America,Costa Rica,10.135,-84.100," 	2,906 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
345060,Irazu,Costa Rica,Active,A1,Sentinel not enough,T,ASTER,5,Stratovolcano,Eruption observed,1994 C.E.,México and Central America,Costa Rica,9.979,-83.852," 	3,432 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
345070,Turrialba,Costa Rica,Active,A1,Sentinel not enough,"G, T",ASTER,5,Stratovolcano,Eruption observed,2021 C.E.,México and Central America,Costa Rica,10.025,-83.767," 	3,340 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
346010,Baru,Panama,Quiescent Ground-based,B2,,,,,Stratovolcano,Eruption observed,1550 C.E.,México and Central America,Panama,8.808,-82.543," 	3,474 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
346030,"Valle, El",Panama,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,México and Central America,Panama,8.580,-80.170," 	1,185 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
346801,"Yeguada, La",Panama,Inactive,C,,,,,Stratovolcano,Unrest / Pleistocene,Unknown,México and Central America,Panama,8.470,-80.820," 	1,297 ",,Subduction zone/Continental crust (>25 km),"La Yeguada, also known as Chitra-Calobre, is a massive volcanic complex in west-central Panamá north of the Azuero Peninsula that was active from the Miocene into the Quaternary. The youngest major feature of La Yeguada is located within a large fault-bounded horst that forms the high point of the volcanic complex east of Laguna La Yeguada. The latest eruptions took place from the northern part of the horst about 220,000 years ago at Cerro Corero lava dome (also known as Cerro de la Charca), north of El Castillo. The youngest feature of the La Yeguada complex is the Media Luna cinder cone, which was erupted through Tertiary ignimbrite deposits at the NW side of the complex. The oldest peat layer within a small lake dammed by a basaltic lava flow originating from the cone was radiocarbon dated at about 300–350 years ago, but later dating has shown that flow was erupted about 45,000 years ago, and that the La Yeguada complex has not had Holocene eruptions. Warm springs are scattered throughout the complex, and the Chitra-Calobre geothermal field is one of three areas in PanamÃ¡ that have been the object of intensive geothermal exploration.",,,,,,,,,,,,,,,,
351002,"Escondido, El",Colombia,Inactive,C,,,,,Lava dome,Unrest / Pleistocene,Unknown,South America,Colombia,5.514,-75.043," 	1,620 ",,,"Identified by the Servicio Geologico Colombiano in a press release in February 2015, this area of a partially collapsed crater and lava domes is covered in thick vegetation. SGC scientists tentatively estimated that the last eruption was 30 ka, but noted that there are hot springs in the area.",,,,,,,,,,,,,,,,
351011,Romeral,Colombia,Inactive,C,,,,,Stratovolcano,Eruption dated,5390 B.C.E.,South America,Colombia,5.203,-75.363," 	3,769 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351012,"Bravo, Cerro",Colombia,Quiescent Ground-based,B2,,,Ground-based 2013,,Stratovolcano,Eruption dated,1720 C.E.,South America,Colombia,5.091,-75.293," 	3,985 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351020,"Ruiz, Nevado del",Colombia,Active,A1,Sentinel not enough,"Def, G, T",MODIS,5,Stratovolcano,Eruption observed,2021 C.E.,South America,Colombia,4.892,-75.324," 	5,279 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351021,Santa Isabel,Colombia,Quiescent,B1,Sentinel not enough,Def,,,Shield,Eruption dated,850 B.C.E.,South America,Colombia,4.818,-75.365," 	4,944 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351030,"Tolima, Nevado del",Colombia,Quiescent,B1,,,,,Stratovolcano,Eruption observed,1943 C.E.,South America,Colombia,4.658,-75.330," 	5,215 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351040,Machin,Colombia,Quiescent Ground-based,B2,,,Ground-based 2012 seismic,,Stratovolcano,Eruption dated,1180 C.E.,South America,Colombia,4.487,-75.389," 	2,749 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351050,"Huila, Nevado del",Colombia,Active,A1,Sentinel not enough,"G, T",MODIS,4,Stratovolcano,Eruption observed,2012 C.E.,South America,Colombia,2.930,-76.030," 	5,364 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351060,Purace,Colombia,Quiescent Ground-based,B2,,,Ground-based 2012,,Stratovolcano(es),Eruption observed,1977 C.E.,South America,Colombia,2.320,-76.400," 	4,650 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351061,Sotara,Colombia,Quiescent Ground-based,B2,,,Ground-based 2012,,Stratovolcano,Evidence credible,Unknown,South America,Colombia,2.108,-76.592," 	4,400 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351070,Dona Juana,Colombia,Quiescent Ground-based,B2,,,Ground-based 2013,,Stratovolcano,Eruption observed,1906 C.E.,South America,Colombia,1.500,-76.936," 	4,137 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351080,Galeras,Colombia,Active,A1,Sentinel not enough,"Def, G, T",MODIS,6,Complex,Eruption observed,2014 C.E.,South America,Colombia,1.220,-77.370," 	4,276 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351090,Azufral,Colombia,Quiescent Ground-based,B2,,,Ground-based 2013,,Stratovolcano,Eruption dated,930 B.C.E.,South America,Colombia,1.080,-77.680," 	4,070 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351100,Cumbal,Colombia,Quiescent Ground-based,B2,,,Ground-based 2013,,Stratovolcano,Eruption observed,1926 C.E.,South America,Colombia,0.950,-77.870," 	4,764 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
351110,Chiles-Cerro Negro,Colombia-Ecuador,Quiescent,B1,,Def,,,Stratovolcano,Evidence uncertain,1936 C.E.,South America,Colombia,0.817,-77.938," 	4,698 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352001,Soche,Ecuador,Inactive,C,,,,,Stratovolcano,Eruption dated,6650 B.C.E.,South America,Ecuador,0.552,-77.580," 	3,955 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352002,Chachimbiro,Ecuador,Inactive,C,,,,,Stratovolcano,Eruption dated,3740 B.C.E.,South America,Ecuador,0.468,-78.287," 	4,106 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352003,Cuicocha,Ecuador,Inactive,C,,,,,Caldera,Eruption dated,650 C.E.,South America,Ecuador,0.308,-78.364," 	3,246 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352004,Imbabura,Ecuador,Inactive,C,,,,,Compound,Eruption dated,5550 B.C.E.,South America,Ecuador,0.258,-78.183," 	4,609 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352005,Mojanda,Ecuador,Inactive,C,,,,,Stratovolcano(es),Evidence uncertain,Unknown,South America,Ecuador,0.130,-78.270," 	4,263 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352006,Cayambe,Ecuador,Quiescent Ground-based,B2,,,Ground-based 2006 seismic,,Compound,Eruption observed,1786 C.E.,South America,Ecuador,0.029,-77.986," 	5,790 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352010,Reventador,Ecuador,Active,A1,Sentinel not enough,"Def, G, T",MODIS,3,Stratovolcano,Eruption observed,2021 C.E.,South America,Ecuador,-0.077,-77.656," 	3,562 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352011,Pululahua,Ecuador,Inactive,C,,,,,Caldera,Eruption dated,290 C.E.,South America,Ecuador,0.038,-78.463," 	3,356 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352020,Guagua Pichincha,Ecuador,Active,A1,Sentinel not enough,"Def, T",,5,Stratovolcano,Eruption observed,2002 C.E.,South America,Ecuador,-0.171,-78.598," 	4,784 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352021,Atacazo,Ecuador,Inactive,C,,,,,Stratovolcano,Eruption dated,320 B.C.E.,South America,Ecuador,-0.353,-78.617," 	4,463 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352022,Chacana,Ecuador,Inactive,C,,,,,Caldera,Eruption observed,1773 C.E.,South America,Ecuador,-0.375,-78.250," 	4,643 ",Rhyolite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352030,Antisana,Ecuador,Inactive,C,,,,,Stratovolcano,Eruption observed,1802 C.E.,South America,Ecuador,-0.481,-78.141," 	5,753 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352031,Aliso,Ecuador,Inactive,C,,,,,Stratovolcano,Eruption dated,2450 B.C.E.,South America,Ecuador,-0.530,-78.000," 	4,267 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352040,Sumaco,Ecuador,Inactive,C,,,,,Stratovolcano,Evidence uncertain,1895 C.E.,South America,Ecuador,-0.538,-77.626," 	3,990 ",Trachybasalt/Tephrite basanite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352041,Illiniza,Ecuador,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,Ecuador,-0.659,-78.714," 	5,248 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352050,Cotopaxi,Ecuador,Active,A1,Sentinel not enough,"Def, G, T",,4,Stratovolcano,Eruption observed,2016 C.E.,South America,Ecuador,-0.677,-78.436," 	5,911 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352060,Quilotoa,Ecuador,Inactive,C,,,,,Caldera,Eruption dated,1280 C.E.,South America,Ecuador,-0.850,-78.900," 	3,914 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352071,Chimborazo,Ecuador,Inactive,C,,,,,Stratovolcano,Eruption dated,550 C.E.,South America,Ecuador,-1.464,-78.815," 	6,310 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352080,Tungurahua,Ecuador,Active,A1,Sentinel not enough,"Def, G, T",MODIS,4,Stratovolcano,Eruption observed,2016 C.E.,South America,Ecuador,-1.467,-78.442," 	5,023 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352081,Licto,Ecuador,Inactive,C,,,,,Pyroclastic cone(s),Evidence uncertain,Unknown,South America,Ecuador,-1.780,-78.613," 	3,336 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
352090,Sangay,Ecuador,Active,A1,Sentinel not enough,"Def, G, T",MODIS,3,Stratovolcano,Eruption observed,2021 C.E.,South America,Ecuador,-2.005,-78.341," 	5,286 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
353010,Fernandina,Ecuador,Active,A1,,"Def, G, T",MODIS,2,Shield,Eruption observed,2020 C.E.,South America,Galapagos Islands,-0.370,-91.550," 	1,476 ",Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353011,Ecuador,Ecuador,Inactive,C,,,,,Shield,Eruption dated,1150 C.E.,South America,Galapagos Islands,-0.020,-91.546, 	790 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353020,Wolf,Ecuador,Active,A1,,"Def, G, T",MODIS,2,Shield,Eruption observed,2015 C.E.,South America,Galapagos Islands,0.020,-91.350," 	1,710 ",Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353030,Darwin,Ecuador,Quiescent,B1,,Def,,,Shield,Eruption dated,1813 C.E.,South America,Galapagos Islands,-0.180,-91.280," 	1,330 ",Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353040,Alcedo,Ecuador,Active,A2,,"Def, T",,2,Shield,Eruption observed,1993 C.E.,South America,Galapagos Islands,-0.430,-91.120," 	1,130 ",Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353050,"Negra, Sierra",Ecuador,Active,A1,,"Def, G, T",MODIS,2,Shield,Eruption observed,2018 C.E.,South America,Galapagos Islands,-0.830,-91.170," 	1,124 ",Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353060,"Azul, Cerro",Ecuador,Active,A2,,"Def, G, T",MODIS,2,Shield,Eruption observed,2008 C.E.,South America,Galapagos Islands,-0.920,-91.408," 	1,640 ",Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353070,Pinta,Ecuador,Inactive,C,,,,,Shield,Eruption observed,1928 C.E.,South America,Galapagos Islands,0.580,-90.750, 	780 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353080,Marchena,Ecuador,Active,A2,,"G, T",ASTER,2,Shield,Eruption observed,1991 C.E.,South America,Galapagos Islands,0.330,-90.470, 	343 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353081,Genovesa,Ecuador,Quiescent,B1,,T,ASTER,,Shield,Evidence credible,Unknown,South America,Galapagos Islands,0.320,-89.958, 	64 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353090,Santiago,Ecuador,Inactive,C,,,,,Shield,Eruption observed,1906 C.E.,South America,Galapagos Islands,-0.220,-90.770, 	920 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353091,Santa Cruz,Ecuador,Inactive,C,,,,,Shield,Evidence credible,Unknown,South America,Galapagos Islands,-0.620,-90.330, 	864 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353120,San Cristobal,Ecuador,Quiescent,B1,,T,ASTER,,Shield,Evidence credible,Unknown,South America,Galapagos Islands,-0.880,-89.500, 	759 ,Basalt/Picro-basalt,Rift zone/Oceanic crust (<15 km),,,,,,,,,,,,,,,,,
353804,Santa Fe,Ecuador,Inactive,C,,,,,Shield,Unrest / Pleistocene,Unknown,South America,Galapagos Islands,-0.806,-90.070, 	200 ,,Rift zone/Oceanic crust (<15 km),"Santa Fe Island consists of the faulted remnant of a Pliocene shield volcano capped by numerous cinder cones. Potassium-Argon dates range from 3.9–0.72 million years ago (Geist and others, 1986; White and others, 1993). Fumarolic activity was observed in 1970, but not in 1984.  ",,,,,,,,,,,,,,,,
354000,Quimsachata,Peru,Inactive,C,,,,,Lava dome,Eruption dated,4450 B.C.E.,South America,Peru,-14.133,-71.367," 	3,848 ",Rhyolite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354001,"Auquihuato, Cerro",Peru,Quiescent,B1,Sentinel?,Def,,,Pyroclastic cone,Evidence uncertain,Unknown,South America,Peru,-15.070,-73.180," 	4,980 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354002,Sara Sara,Peru,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,Peru,-15.330,-73.450," 	5,522 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354003,Coropuna,Peru,Quiescent,B1,,T,ASTER,,Stratovolcano,Evidence credible,Unknown,South America,Peru,-15.520,-72.650," 	6,377 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354004,Andahua-Orcopampa,Peru,Inactive,C,,,,,Pyroclastic cone(s),Eruption dated,1490 C.E.,South America,Peru,-15.420,-72.330," 	4,713 ",Trachyandesite/Basaltic trachyandesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354005,Huambo,Peru,Inactive,C,,,,,Volcanic field,Eruption dated,700 B.C.E.,South America,Peru,-15.780,-72.080," 	4,554 ",Trachyandesite/Basaltic trachyandesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354006,Sabancaya,Peru,Active,A1,,"Def, G, T","ASTER, OMI, MODIS",3,Stratovolcano(es),Eruption observed,2021 C.E.,South America,Peru,-15.787,-71.857," 	5,960 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354007,"Chachani, Nevado",Peru,Quiescent,B1,,T,ASTER,,Stratovolcano,Evidence uncertain,Unknown,South America,Peru,-16.191,-71.530," 	6,057 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354008,"Nicholson, Cerro",Peru,Inactive,C,,,,,Pyroclastic cone,Evidence credible,Unknown,South America,Peru,-16.261,-71.754," 	2,525 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354010,"Misti, El",Peru,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Eruption observed,1985 C.E.,South America,Peru,-16.294,-71.409," 	5,822 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354020,Ubinas,Peru,Active,A1,,"G, T","ASTER, MODIS",4,Stratovolcano,Eruption observed,2019 C.E.,South America,Peru,-16.355,-70.903," 	5,672 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354030,Huaynaputina,Peru,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Eruption observed,1600 C.E.,South America,Peru,-16.608,-70.850," 	4,850 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354031,Ticsani,Peru,Quiescent,B1,,"Def, T",,,Lava dome(s),Eruption dated,1800 C.E.,South America,Peru,-16.755,-70.595," 	5,408 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354040,Tutupaca,Peru,Inactive,C,,,,,Stratovolcano(es),Eruption observed,1802 C.E.,South America,Peru,-17.026,-70.372," 	5,801 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354050,Yucamane,Peru,Quiescent,B1,,T,ASTER,,Stratovolcano(es),Eruption observed,1320 B.C.E.,South America,Peru,-17.184,-70.196," 	5,495 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
354060,"Casiri, Nevados",Peru,Inactive,C,,,,,Stratovolcano(es),Evidence credible,Unknown,South America,Peru,-17.470,-69.813," 	5,650 ",Trachyte/Trachydacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355010,Tacora,Chile-Peru,Quiescent,B1,,T,ASTER,,Stratovolcano(es),Unrest / Holocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-17.720,-69.770," 	5,980 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355011,Taapaca,Chile,Inactive,C,,,,,Complex,Eruption dated,320 B.C.E.,South America,"Northern Chile, Bolivia and Argentina",-18.100,-69.500," 	5,860 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355012,Parinacota,Chile-Bolivia,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Eruption dated,290 C.E.,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142," 	6,336 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355020,Guallatiri,Chile,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Eruption observed,1960 C.E.,South America,"Northern Chile, Bolivia and Argentina",-18.420,-69.092," 	6,071 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355021,Tambo Quemado,Bolivia,Quiescent,B1,,T,"ASTER, MODIS?",,Pyroclastic shield,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-18.620,-68.750," 	4,215 ",Rhyolite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355030,Isluga,Chile,Quiescent,B1,,"G, T","ASTER, MODIS?",,Stratovolcano,Eruption observed,1913 C.E.,South America,"Northern Chile, Bolivia and Argentina",-19.150,-68.830," 	5,550 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355032,Tata Sabaya,Bolivia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.130,-68.530," 	5,430 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355035,"Jayu Khota, Laguna",Bolivia,Inactive,C,,,,,Maar(s),Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.463,-67.432," 	3,650 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355036,Jatun Mundo Quri Warani,Bolivia,Inactive,C,,,,,Lava dome(s),Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.780,-66.480," 	5,438 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355040,Irruputuncu,Chile-Bolivia,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Eruption observed,1995 C.E.,South America,"Northern Chile, Bolivia and Argentina",-20.730,-68.550," 	5,163 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355042,Pampa Luxsar,Bolivia,Inactive,C,,,,,Volcanic field,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-20.850,-68.200," 	5,543 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355050,Olca-Paruma,Chile-Bolivia,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano(es),Eruption observed,Unknown,South America,"Northern Chile, Bolivia and Argentina",-20.939,-68.413," 	5,705 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355060,Ollague,Chile-Bolivia,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.300,-68.180," 	5,868 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),"Volcán Ollagüe, also known as Oyahué, is a massive andesitic stratovolcano with a summit dacitic lava dome. A large Pleistocene debris-avalanche deposit extending westward separates the Salar de San Martí",,,,,,,,,,,,,,,,
355061,"Azufre, Cerro del",Chile,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.787,-68.237," 	5,846 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355070,San Pedro-San Pablo,Chile,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano(es),Eruption observed,1960 C.E.,South America,"Northern Chile, Bolivia and Argentina",-21.888,-68.391," 	6,142 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355090,Putana,Chile,Quiescent,B1,,"Def, T","ASTER, MODIS?",,Stratovolcano,Eruption observed,1810 C.E.,South America,"Northern Chile, Bolivia and Argentina",-22.557,-67.853," 	5,884 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355091,Sairecabur,Chile-Bolivia,Inactive,C,,,,,Stratovolcano(es),Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.720,-67.892," 	5,971 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355092,Licancabur,Chile-Bolivia,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.830,-67.880," 	5,916 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355093,Guayaques,Chile-Bolivia,Inactive,C,,,,,Lava dome(s),Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566," 	5,598 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355094,Purico Complex,Chile,Quiescent,B1,,T,"ASTER, MODIS?",,Pyroclastic shield,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.000,-67.750," 	5,703 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355095,Colachi,Chile,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645," 	5,631 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355096,Acamarachi,Chile,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.292,-67.618," 	6,023 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355097,"Overo, Cerro",Chile,Inactive,C,,,,,Maar,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.520,-67.670," 	4,555 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355098,Chiliques,Chile,Quiescent,B1,,T,"ASTER, MODIS?",,Stratovolcano,Evidence uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.580,-67.700," 	5,778 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
355100,Lascar,Chile,Active,A1,,"Def, G, T","ASTER, MODIS",2,Stratovolcano(es),Eruption observed,2017 C.E.,South America,"Northern Chile, Bolivia and Argentina",-23.370,-67.730," 	5,592 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
